number,title,issn,eissn,publisher
11462,QUADERNI URBINATI DI CULTURA CLASSICA,00334987,17241901,ACCADEMIA EDITORIALE PISA- ROMA
11463,QUAESTIO ROSSICA,2311911X,23136871,URAL FEDERAL UNIV
11464,QUAESTIONES MATHEMATICAE,16073606,1727933X,TAYLOR & FRANCIS LTD
11465,QUALITATIVE HEALTH RESEARCH,10497323,15527557,SAGE PUBLICATIONS INC
11466,QUALITATIVE INQUIRY,10778004,15527565,SAGE PUBLICATIONS INC
11467,QUALITATIVE RESEARCH IN ACCOUNTING AND MANAGEMENT,11766093,17587654,EMERALD GROUP PUBLISHING LTD
11468,QUALITATIVE RESEARCH IN PSYCHOLOGY,14780887,14780895,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
11469,QUALITATIVE RESEARCH IN SPORT EXERCISE AND HEALTH,2159676X,21596778,
11470,QUALITATIVE RESEARCH,14687941,17413109,SAGE PUBLICATIONS LTD
11471,QUALITATIVE SOCIAL WORK,14733250,17413117,SAGE PUBLICATIONS INC
11472,QUALITATIVE SOCIOLOGY,01620436,15737837,SPRINGER
11473,QUALITATIVE THEORY OF DYNAMICAL SYSTEMS,15755460,16623592,SPRINGER BASEL AG
11474,QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,07488017,10991638,WILEY
11475,QUALITY ASSURANCE AND SAFETY OF CROPS & FOODS,17578361,1757837X,CODON PUBLICATIONS
11476,QUALITY ENGINEERING,08982112,15324222,TAYLOR & FRANCIS INC
11477,QUALITY MANAGEMENT IN HEALTH CARE,10638628,15505154,LIPPINCOTT WILLIAMS & WILKINS
11478,QUALITY OF LIFE RESEARCH,09629343,15732649,SPRINGER
11479,QUALITY TECHNOLOGY AND QUANTITATIVE MANAGEMENT,16843703,18114857,TAYLOR & FRANCIS LTD
11480,QUANTITATIVE ECONOMICS,17597323,17597331,WILEY
11481,QUANTITATIVE FINANCE,14697688,14697696,
11482,QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,22234292,22234306,AME PUBLISHING COMPANY
11483,QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,17686733,21167176,TAYLOR & FRANCIS LTD
11484,QUANTUM ELECTRONICS,10637818,14684799,TURPION LTD
11485,QUANTUM INFORMATION & COMPUTATION,15337146,15337146,SCIENDO
11486,QUANTUM INFORMATION PROCESSING,15700755,15731332,SPRINGER
11487,QUANTUM SCIENCE AND TECHNOLOGY,20589565,20589565,IOP PUBLISHING LTD
11488,QUANTUM TOPOLOGY,1663487X,1664073X,EUROPEAN MATHEMATICAL SOC- EMS
11489,QUANTUM,2521327X,2521327X,
11490,QUARTERLY JOURNAL OF ECONOMICS,00335533,15314650,OXFORD UNIV PRESS INC
11491,QUARTERLY JOURNAL OF ENGINEERING GEOLOGY AND HYDROGEOLOGY,14709236,20414803,GEOLOGICAL SOC PUBL HOUSE
11492,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,17470218,17470226,SAGE PUBLICATIONS LTD
11493,QUARTERLY JOURNAL OF MATHEMATICS,00335606,14643847,OXFORD UNIV PRESS
11494,QUARTERLY JOURNAL OF MECHANICS AND APPLIED MATHEMATICS,00335614,14643855,OXFORD UNIV PRESS
11495,QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,18244785,18271936,EDIZIONI MINERVA MEDICA
11496,QUARTERLY JOURNAL OF POLITICAL SCIENCE,15540626,15540634,NOW PUBLISHERS INC
11497,QUARTERLY JOURNAL OF SPEECH,00335630,14795779,
11498,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,00359009,1477870X,WILEY
11499,QUARTERLY OF APPLIED MATHEMATICS,0033569X,15524485,BROWN UNIV
11500,QUARTERLY REVIEW OF BIOLOGY,00335770,15397718,UNIV CHICAGO PRESS
11501,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,10629769,18784259,ELSEVIER SCIENCE INC
11502,QUARTERLY REVIEWS OF BIOPHYSICS,00335835,14698994,CAMBRIDGE UNIV PRESS
11503,QUATERNAIRE,11422904,19650795,SOC GEOLOGIQUE FRANCE
11504,QUATERNARY GEOCHRONOLOGY,18711014,18780350,ELSEVIER SCI LTD
11505,QUATERNARY INTERNATIONAL,10406182,18734553,PERGAMON-ELSEVIER SCIENCE LTD
11506,QUATERNARY RESEARCH,00335894,10960287,CAMBRIDGE UNIV PRESS
11507,QUATERNARY SCIENCE REVIEWS,02773791,1873457X,PERGAMON-ELSEVIER SCIENCE LTD
11508,QUEEN MARY JOURNAL OF INTELLECTUAL PROPERTY,20459807,20459815,EDWARD ELGAR PUBLISHING LTD
11509,QUEENS QUARTERLY,00336041,00336041,QUEENS QUARTERLY
11510,QUEST,00336297,15432750,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
11511,QUEUEING SYSTEMS,02570130,15729443,SPRINGER
11512,QUIMICA NOVA,01004042,16787064,SOC BRASILEIRA QUIMICA
11513,QUINTESSENCE INTERNATIONAL,00336572,19367163,QUINTESSENCE PUBLISHING CO INC
11514,QUINZAINES-LETTRES ARTS ET IDEES,26503794,26772507,QUINZAINE LITTERAIRE
11515,R & D MANAGEMENT,00336807,14679310,WILEY
11516,R JOURNAL,20734859,,R FOUNDATION STATISTICAL COMPUTING
11517,RACE & CLASS,03063968,17413125,SAGE PUBLICATIONS LTD
11518,RACE AND JUSTICE,21533687,21533687,SAGE PUBLICATIONS INC
11519,RACE AND SOCIAL PROBLEMS,18671748,18671756,SPRINGER
11520,RACE ETHNICITY AND EDUCATION,13613324,1470109X,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
11521,RADIATION AND ENVIRONMENTAL BIOPHYSICS,0301634X,14322099,SPRINGER
11522,RADIATION EFFECTS AND DEFECTS IN SOLIDS,10420150,10294953,TAYLOR & FRANCIS LTD
11523,RADIATION MEASUREMENTS,13504487,18790925,PERGAMON-ELSEVIER SCIENCE LTD
11524,RADIATION ONCOLOGY,,1748717X,BMC
11525,RADIATION PHYSICS AND CHEMISTRY,0969806X,18790895,PERGAMON-ELSEVIER SCIENCE LTD
11526,RADIATION PROTECTION DOSIMETRY,01448420,17423406,OXFORD UNIV PRESS
11527,RADIATION RESEARCH,00337587,19385404,RADIATION RESEARCH SOC
11528,RADICAL HISTORY REVIEW,01636545,15341453,DUKE UNIV PRESS
11529,RADICAL PHILOSOPHY,0300211X,0030211X,RADICAL PHILOSOPHY
11530,RADIO SCIENCE,00486604,1944799X,AMER GEOPHYSICAL UNION
11531,RADIOCARBON,00338222,19455755,CAMBRIDGE UNIV PRESS
11532,RADIOCHIMICA ACTA,00338230,21933405,WALTER DE GRUYTER GMBH
11533,RADIOENGINEERING,12102512,18059600,
11534,RADIOGRAPHICS,02715333,15271323,RADIOLOGICAL SOC NORTH AMERICA (RSNA)
11535,RADIOLOGIA MEDICA,00338362,18266983,SPRINGER-VERLAG ITALIA SRL
11536,RADIOLOGIC CLINICS OF NORTH AMERICA,00338389,15578275,W B SAUNDERS CO-ELSEVIER INC
11537,RADIOLOGIE,27317048,27317056,SPRINGER HEIDELBERG
11538,RADIOLOGY AND ONCOLOGY,13182099,15813207,SCIENDO
11539,RADIOLOGY,00338419,00338419,
11540,RADIOPHYSICS AND QUANTUM ELECTRONICS,00338443,15739120,SPRINGER
11541,RADIOPROTECTION,00338451,1769700X,EDP SCIENCES S A
11542,RADIOTHERAPY AND ONCOLOGY,01678140,18790887,ELSEVIER IRELAND LTD
11543,RADOVI ZAVODA ZA POVIJESNE ZNANOSTI HAZU U ZADRU,13300474,13300474,
11544,RAE-REVISTA DE ADMINISTRACAO DE EMPRESAS,00347590,2178938X,FUNDACAO GETULIO VARGAS
11545,RAFFLES BULLETIN OF ZOOLOGY,02172445,23457600,
11546,RAIRO-OPERATIONS RESEARCH,03990559,28047303,EDP SCIENCES S A
11547,RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS,09883754,28047346,EDP SCIENCES S A
11548,RAMANUJAN JOURNAL,13824090,15729303,SPRINGER
11549,RAND JOURNAL OF ECONOMICS,07416261,17562171,WILEY
11550,RANDOM MATRICES-THEORY AND APPLICATIONS,20103263,20103271,WORLD SCIENTIFIC PUBL CO PTE LTD
11551,RANDOM STRUCTURES & ALGORITHMS,10429832,10982418,WILEY
11552,RANGE MANAGEMENT AND AGROFORESTRY,09712070,,RANGE MANAGEMENT SOC INDIA
11553,RANGELAND ECOLOGY & MANAGEMENT,15507424,15515028,ELSEVIER
11554,RANGELAND JOURNAL,10369872,18347541,CSIRO PUBLISHING
11555,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,09514198,10970231,WILEY
11556,RAPID PROTOTYPING JOURNAL,13552546,17587670,EMERALD GROUP PUBLISHING LTD
11557,RARE METAL MATERIALS AND ENGINEERING,1002185X,18755372,
11558,RARE METALS,10010521,18677185,NONFERROUS METALS SOC CHINA
11559,RA-REVISTA DE ARQUITECTURA,11385596,22546332,
11560,RARITAN-A QUARTERLY REVIEW,02751607,,RARITAN-A QUARTERLY REVIEW
11561,RASSEGNA DELLA LETTERATURA ITALIANA,00339423,,CASA EDITRICE G C SANSONI SPA
11562,RASSEGNA STORICA DEL RISORGIMENTO,00339873,,IST STOR RISORGIMENTO ITAL
11563,RATIO,00340006,14679329,WILEY
11564,RATIONALITY AND SOCIETY,10434631,14617358,SAGE PUBLICATIONS LTD
11565,RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,18064892,19830807,
11566,REACTION CHEMISTRY & ENGINEERING,20589883,20589883,ROYAL SOC CHEMISTRY
11567,REACTION KINETICS MECHANISMS AND CATALYSIS,18785190,18785204,SPRINGER
11568,REACTIVE & FUNCTIONAL POLYMERS,13815148,1873166X,ELSEVIER
11569,READING & WRITING QUARTERLY,10573569,15210693,
11570,READING AND WRITING,09224777,15730905,SPRINGER
11571,READING RESEARCH QUARTERLY,00340553,19362722,WILEY
11572,READING TEACHER,00340561,19362714,WILEY
11573,REAL ESTATE ECONOMICS,10808620,15406229,WILEY
11574,REAL-TIME SYSTEMS,09226443,15731383,SPRINGER
11575,RECALL,09583440,14740109,CAMBRIDGE UNIV PRESS
11576,RECENT PATENTS ON ANTI-CANCER DRUG DISCOVERY,15748928,22123970,BENTHAM SCIENCE PUBL LTD
11577,RECENT PATENTS ON NANOTECHNOLOGY,18722105,22124020,BENTHAM SCIENCE PUBL LTD
11578,RECHERCHES DE THEOLOGIE ET PHILOSOPHIE MEDIEVALES,13707493,17831717,PEETERS
11579,RECHT & PSYCHIATRIE,07242247,,PSYCHIATRIE VERLAG GMBH
11580,RECHTSMEDIZIN,09379819,14345196,SPRINGER
11581,RECORDS OF NATURAL PRODUCTS,13076167,13076167,ACG PUBLICATIONS
11582,RECORDS OF THE AUSTRALIAN MUSEUM,00671975,00671975,AUSTRALIAN MUSEUM
11583,REDIA-JOURNAL OF ZOOLOGY,03704327,03704327,
11584,REDOX BIOLOGY,22132317,22132317,ELSEVIER
11585,REDOX REPORT,13510002,17432928,TAYLOR & FRANCIS LTD
11586,REFERENCE SERVICES REVIEW,00907324,20541716,EMERALD GROUP PUBLISHING LTD
11587,REFRACTORIES AND INDUSTRIAL CERAMICS,10834877,15739139,SPRINGER
11588,REGENERATIVE BIOMATERIALS,20563418,20563426,OXFORD UNIV PRESS
11589,REGENERATIVE MEDICINE,17460751,1746076X,TAYLOR & FRANCIS LTD
11590,REGENERATIVE THERAPY,23523204,23523204,ELSEVIER
11591,REGIONAL ANESTHESIA AND PAIN MEDICINE,10987339,15328651,BMJ PUBLISHING GROUP
11592,REGIONAL ENVIRONMENTAL CHANGE,14363798,1436378X,SPRINGER HEIDELBERG
11593,REGIONAL SCIENCE AND URBAN ECONOMICS,01660462,18792308,ELSEVIER
11594,REGIONAL STUDIES IN MARINE SCIENCE,23524855,23524855,ELSEVIER
11595,REGIONAL STUDIES,00343404,13600591,
11596,REGULAR & CHAOTIC DYNAMICS,15603547,14684845,PLEIADES PUBLISHING INC
11597,REGULATION & GOVERNANCE,17485983,17485991,WILEY
11598,REGULATORY TOXICOLOGY AND PHARMACOLOGY,02732300,10960295,ACADEMIC PRESS INC ELSEVIER SCIENCE
11599,REHABILITATION COUNSELING BULLETIN,00343552,15384853,SAGE PUBLICATIONS INC
11600,REHABILITATION NURSING,02784807,20487940,LIPPINCOTT WILLIAMS & WILKINS
11601,REHABILITATION PSYCHOLOGY,00905550,19391544,
11602,REHABILITATION,00343536,14391309,GEORG THIEME VERLAG KG
11603,REJUVENATION RESEARCH,15491684,15578577,"MARY ANN LIEBERT, INC"
11604,RELATIONS INDUSTRIELLES- INDUSTRIAL RELATIONS,0034379X,17038138,REVUE RELATIONS INDUSTRIELLES INDUSTRIAL RELATIONS
11605,RELC JOURNAL,00336882,1745526X,SAGE PUBLICATIONS LTD
11606,RELIABILITY ENGINEERING & SYSTEM SAFETY,09518320,18790836,ELSEVIER SCI LTD
11607,RELIGION & LITERATURE,08883769,23286911,UNIV NOTRE DAME
11608,RELIGION AND AMERICAN CULTURE-A JOURNAL OF INTERPRETATION,10521151,15338568,CAMBRIDGE UNIV PRESS
11609,RELIGION AND THE ARTS,10799265,15685292,BRILL
11610,RELIGION BRAIN & BEHAVIOR,2153599X,21535981,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
11611,RELIGION,0048721X,10961151,
11612,RELIGIONS,,20771444,MDPI
11613,RELIGIOUS EDUCATION,00344087,15473201,TAYLOR & FRANCIS INC
11614,RELIGIOUS STUDIES REVIEW,0319485X,17480922,WILEY
11615,RELIGIOUS STUDIES,00344125,1469901X,CAMBRIDGE UNIV PRESS
11616,REMEDIAL AND SPECIAL EDUCATION,07419325,15384756,SAGE PUBLICATIONS INC
11617,REMOTE SENSING IN ECOLOGY AND CONSERVATION,,20563485,WILEY
11618,REMOTE SENSING LETTERS,2150704X,21507058,TAYLOR & FRANCIS LTD
11619,REMOTE SENSING OF ENVIRONMENT,00344257,18790704,ELSEVIER SCIENCE INC
11620,REMOTE SENSING,,20724292,MDPI
11621,RENAISSANCE AND REFORMATION,0034429X,0034429X,RENAISSANCE AND REFORMATION
11622,RENAISSANCE QUARTERLY,00344338,19350236,CAMBRIDGE UNIV PRESS
11623,RENAISSANCE STUDIES,02691213,14774658,WILEY
11624,RENAL FAILURE,0886022X,15256049,TAYLOR & FRANCIS LTD
11625,RENASCENCE-ESSAYS ON VALUES IN LITERATURE,00344346,23298626,MARQUETTE UNIV PRESS
11626,RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,00418994,22402926,EUROPEAN MATHEMATICAL SOC- EMS
11627,RENDICONTI LINCEI-MATEMATICA E APPLICAZIONI,11206330,17200768,
11628,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,20374631,17200776,SPRINGER-VERLAG ITALIA SRL
11629,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,13640321,18790690,PERGAMON-ELSEVIER SCIENCE LTD
11630,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,17421705,17421713,CAMBRIDGE UNIV PRESS
11631,RENEWABLE ENERGY,09601481,18790682,PERGAMON-ELSEVIER SCIENCE LTD
11632,REPORTS ON MATHEMATICAL LOGIC,01372904,01372904,"JAGIELLONIAN UNIV, THEORETICAL COMPUTER SCIENCE DEPT"
11633,REPORTS ON MATHEMATICAL PHYSICS,00344877,18790674,PERGAMON-ELSEVIER SCIENCE LTD
11634,REPORTS ON PROGRESS IN PHYSICS,00344885,13616633,IOP PUBLISHING LTD
11635,REPRESENTATION THEORY,10884165,10884165,AMER MATHEMATICAL SOC
11636,REPRESENTATIONS,07346018,1533855X,UNIV CALIFORNIA PRESS
11637,REPRODUCTION FERTILITY AND DEVELOPMENT,10313613,14485990,CSIRO PUBLISHING
11638,REPRODUCTION IN DOMESTIC ANIMALS,09366768,14390531,WILEY
11639,REPRODUCTION,14701626,17417899,BIOSCIENTIFICA LTD
11640,REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY,,14777827,BMC
11641,REPRODUCTIVE BIOLOGY,1642431X,2300732X,ELSEVIER
11642,REPRODUCTIVE BIOMEDICINE ONLINE,14726483,14726491,ELSEVIER SCI LTD
11643,REPRODUCTIVE HEALTH,,17424755,BMC
11644,REPRODUCTIVE MEDICINE AND BIOLOGY,14455781,14470578,WILEY
11645,REPRODUCTIVE SCIENCES,19337191,19337205,SPRINGER HEIDELBERG
11646,REPRODUCTIVE TOXICOLOGY,08906238,18731708,PERGAMON-ELSEVIER SCIENCE LTD
11647,REQUIREMENTS ENGINEERING,09473602,1432010X,SPRINGER
11648,RES PHILOSOPHICA,21689105,21689113,PHILOSOPHY DOCUMENTATION CENTER
11649,RES PUBLICA-A JOURNAL OF MORAL LEGAL AND POLITICAL PHILOSOPHY,13564765,15728692,SPRINGER
11650,RESEARCH & POLITICS,,20531680,SAGE PUBLICATIONS INC
11651,RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,15407969,21692408,SAGE PUBLICATIONS INC
11652,RESEARCH AND PRACTICE IN THROMBOSIS AND HAEMOSTASIS,,24750379,ELSEVIER
11653,RESEARCH AND THEORY FOR NURSING PRACTICE,15416577,19457286,SPRINGER PUBLISHING CO
11654,RESEARCH EVALUATION,09582029,14715449,OXFORD UNIV PRESS
11655,RESEARCH IN AFRICAN LITERATURES,00345210,15272044,INDIANA UNIV PRESS
11656,RESEARCH IN ASTRONOMY AND ASTROPHYSICS,16744527,23976209,IOP PUBLISHING LTD
11657,RESEARCH IN AUTISM SPECTRUM DISORDERS,17509467,18780237,ELSEVIER SCI LTD
11658,RESEARCH IN DANCE EDUCATION,14647893,14701111,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
11659,RESEARCH IN DEVELOPMENTAL DISABILITIES,08914222,18733379,PERGAMON-ELSEVIER SCIENCE LTD
11660,RESEARCH IN ENGINEERING DESIGN,09349839,14356066,SPRINGER HEIDELBERG
11661,RESEARCH IN GERONTOLOGICAL NURSING,19404921,19382464,SLACK INC
11662,RESEARCH IN HIGHER EDUCATION,03610365,1573188X,SPRINGER
11663,RESEARCH IN HUMAN DEVELOPMENT,15427609,15427617,
11664,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,02755319,18783384,ELSEVIER
11665,RESEARCH IN MICROBIOLOGY,09232508,17697123,ELSEVIER
11666,RESEARCH IN NONDESTRUCTIVE EVALUATION,09349847,14322110,TAYLOR & FRANCIS INC
11667,RESEARCH IN NURSING & HEALTH,01606891,1098240X,WILEY
11668,RESEARCH IN ORGANIZATIONAL BEHAVIOR,01913085,01913085,ELSEVIER SCIENCE INC
11669,RESEARCH IN PHENOMENOLOGY,00855553,15691640,BRILL
11670,RESEARCH IN SCIENCE & TECHNOLOGICAL EDUCATION,02635143,14701138,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
11671,RESEARCH IN SCIENCE EDUCATION,0157244X,15731898,SPRINGER
11672,RESEARCH IN SOCIAL & ADMINISTRATIVE PHARMACY,15517411,19348150,ELSEVIER SCIENCE INC
11673,RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY,02765624,18785654,ELSEVIER SCI LTD
11674,RESEARCH IN SPORTS MEDICINE,15438627,15438635,TAYLOR & FRANCIS LTD
11675,RESEARCH IN THE MATHEMATICAL SCIENCES,25220144,21979847,SPRINGER INT PUBL AG
11676,RESEARCH IN THE TEACHING OF ENGLISH,0034527X,19432348,NATL COUNCIL TEACHERS ENGLISH
11677,RESEARCH IN TRANSPORTATION BUSINESS AND MANAGEMENT,22105395,22105409,ELSEVIER
11678,RESEARCH IN TRANSPORTATION ECONOMICS,07398859,18757979,ELSEVIER SCI LTD
11679,RESEARCH IN VETERINARY SCIENCE,00345288,15322661,ELSEVIER SCI LTD
11680,RESEARCH ON AGING,01640275,15527573,SAGE PUBLICATIONS INC
11681,RESEARCH ON CHEMICAL INTERMEDIATES,09226168,15685675,SPRINGER
11682,RESEARCH ON CHILD AND ADOLESCENT PSYCHOPATHOLOGY,27307166,27307174,SPRINGER
11683,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,08351813,15327973,
11684,RESEARCH ON SOCIAL WORK PRACTICE,10497315,15527581,SAGE PUBLICATIONS INC
11685,RESEARCH PAPERS IN EDUCATION,02671522,14701146,
11686,RESEARCH POLICY,00487333,18737625,ELSEVIER
11687,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,02701367,21683824,
11688,RESEARCH SYNTHESIS METHODS,17592879,17592887,CAMBRIDGE UNIV PRESS
11689,RESEARCH,20965168,26395274,
11690,RESEARCH-TECHNOLOGY MANAGEMENT,08956308,19300166,TAYLOR & FRANCIS INC
11691,RESONANCIAS,07173474,07195702,PONTIFICIA UNIV CATOLICA CHILE
11692,RESOURCE AND ENERGY ECONOMICS,09287655,18730221,ELSEVIER
11693,RESOURCE GEOLOGY,13441698,17513928,WILEY
11694,RESOURCES CONSERVATION AND RECYCLING,09213449,18790658,ELSEVIER
11695,RESOURCES FOR AMERICAN LITERARY STUDY,00487384,00487384,PENN STATE UNIV PRESS
11696,RESPIRATION,00257931,14230356,KARGER
11697,RESPIRATORY CARE,00201324,19433654,DAEDALUS ENTERPRISES INC
11698,RESPIRATORY MEDICINE AND RESEARCH,,25900412,ELSEVIER
11699,RESPIRATORY MEDICINE,09546111,15323064,W B SAUNDERS CO LTD
11700,RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,15699048,18781519,ELSEVIER
11701,RESPIRATORY RESEARCH,,1465993X,BMC
11702,RESPIROLOGY,13237799,14401843,WILEY
11703,RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,00345806,18658431,WALTER DE GRUYTER GMBH
11704,RESTORATION ECOLOGY,10612971,1526100X,WILEY
11705,RESTORATIVE NEUROLOGY AND NEUROSCIENCE,09226028,18783627,IOS PRESS
11706,RESULTS IN MATHEMATICS,14226383,14209012,SPRINGER BASEL AG
11707,RESULTS IN PHYSICS,22113797,22113797,ELSEVIER
11708,RESUSCITATION,03009572,18731570,ELSEVIER IRELAND LTD
11709,RETHINKING HISTORY,13642529,14701154,
11710,RETI MEDIEVALI RIVISTA,15932214,15932214,FIRENZE UNIV PRESS
11711,RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,0275004X,15392864,LIPPINCOTT WILLIAMS & WILKINS
11712,RETROVIROLOGY,,17424690,BMC
11713,REVIEW JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,21957177,21957185,SPRINGER HEIDELBERG
11714,REVIEW OF ACCOUNTING STUDIES,13806653,15737136,SPRINGER
11715,REVIEW OF AFRICAN POLITICAL ECONOMY,03056244,17401720,SCIENCEOPEN
11716,REVIEW OF CENTRAL AND EAST EUROPEAN LAW,09259880,09259880,MARTINUS NIJHOFF PUBL
11717,REVIEW OF COGNITIVE LINGUISTICS,18779751,1877976X,JOHN BENJAMINS PUBLISHING CO
11718,REVIEW OF DERIVATIVES RESEARCH,13806645,15737144,SPRINGER
11719,REVIEW OF DEVELOPMENT ECONOMICS,13636669,14679361,WILEY
11720,REVIEW OF ECONOMIC DESIGN,14344742,14344750,SPRINGER HEIDELBERG
11721,REVIEW OF ECONOMIC DYNAMICS,10942025,10966099,
11722,REVIEW OF ECONOMIC STUDIES,00346527,1467937X,OXFORD UNIV PRESS
11723,REVIEW OF ECONOMICS AND STATISTICS,00346535,15309142,MIT PRESS
11724,REVIEW OF ECONOMICS OF THE HOUSEHOLD,15695239,15737152,SPRINGER
11725,REVIEW OF EDUCATIONAL RESEARCH,00346543,19351046,SAGE PUBLICATIONS INC
11726,REVIEW OF ENGLISH STUDIES,00346551,14716968,OXFORD UNIV PRESS
11727,REVIEW OF ENVIRONMENTAL ECONOMICS AND POLICY,17506816,17506824,UNIV CHICAGO PRESS
11728,REVIEW OF EUROPEAN COMPARATIVE & INTERNATIONAL ENVIRONMENTAL LAW,20500386,20500394,WILEY
11729,REVIEW OF FAITH & INTERNATIONAL AFFAIRS,15570274,19317743,
11730,REVIEW OF FINANCE,15723097,1573692X,OXFORD UNIV PRESS
11731,REVIEW OF FINANCIAL STUDIES,08939454,14657368,OXFORD UNIV PRESS INC
11732,REVIEW OF GENERAL PSYCHOLOGY,10892680,19391552,SAGE PUBLICATIONS INC
11733,REVIEW OF HIGHER EDUCATION,01625748,10907009,JOHNS HOPKINS UNIV PRESS
11734,REVIEW OF INCOME AND WEALTH,00346586,14754991,WILEY
11735,REVIEW OF INDUSTRIAL ORGANIZATION,0889938X,15737160,SPRINGER
11736,REVIEW OF INTERNATIONAL ECONOMICS,09657576,14679396,WILEY
11737,REVIEW OF INTERNATIONAL ORGANIZATIONS,15597431,1559744X,SPRINGER
11738,REVIEW OF INTERNATIONAL POLITICAL ECONOMY,09692290,14664526,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD"
11739,REVIEW OF INTERNATIONAL STUDIES,02602105,14699044,CAMBRIDGE UNIV PRESS
11740,REVIEW OF KEYNESIAN ECONOMICS,20495323,20495331,EDWARD ELGAR PUBLISHING LTD
11741,REVIEW OF MANAGERIAL SCIENCE,18636683,18636691,SPRINGER HEIDELBERG
11742,REVIEW OF METAPHYSICS,00346632,21541302,"PHILOSOPHY EDUCATION SOC, INC"
11743,REVIEW OF NETWORK ECONOMICS,21945993,14469022,WALTER DE GRUYTER GMBH
11744,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,00346667,18790615,ELSEVIER
11745,REVIEW OF POLICY RESEARCH,1541132X,15411338,WILEY
11746,REVIEW OF PUBLIC PERSONNEL ADMINISTRATION,0734371X,1552759X,SAGE PUBLICATIONS INC
11747,REVIEW OF RADICAL POLITICAL ECONOMICS,04866134,15528502,SAGE PUBLICATIONS INC
11748,REVIEW OF RELIGIOUS RESEARCH,0034673X,22114866,SAGE PUBLICATIONS INC
11749,REVIEW OF RESEARCH IN EDUCATION,0091732X,19351038,SAGE PUBLICATIONS INC
11750,REVIEW OF SCIENTIFIC INSTRUMENTS,00346748,10897623,AIP PUBLISHING
11751,REVIEW OF SYMBOLIC LOGIC,17550203,17550211,CAMBRIDGE UNIV PRESS
11752,REVIEW OF WORLD ECONOMICS,16102878,16102886,SPRINGER
11753,REVIEW-LITERATURE AND ARTS OF THE AMERICAS,08905762,17430666,
11754,REVIEWS IN AMERICAN HISTORY,00487511,10806628,JOHNS HOPKINS UNIV PRESS
11755,REVIEWS IN ANALYTICAL CHEMISTRY,07930135,21910189,DE GRUYTER POLAND SP Z O O
11756,REVIEWS IN AQUACULTURE,17535123,17535131,WILEY
11757,REVIEWS IN CARDIOVASCULAR MEDICINE,15306550,21538174,IMR PRESS
11758,REVIEWS IN CHEMICAL ENGINEERING,01678299,21910235,WALTER DE GRUYTER GMBH
11759,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,13899155,15732606,SPRINGER
11760,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,15691705,15729826,SPRINGER
11761,REVIEWS IN FISH BIOLOGY AND FISHERIES,09603166,15735184,SPRINGER
11762,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE,23308249,23308257,TAYLOR & FRANCIS INC
11763,REVIEWS IN INORGANIC CHEMISTRY,01934929,21910227,WALTER DE GRUYTER GMBH
11764,REVIEWS IN MATHEMATICAL PHYSICS,0129055X,17936659,WORLD SCIENTIFIC PUBL CO PTE LTD
11765,REVIEWS IN MEDICAL VIROLOGY,10529276,10991654,WILEY
11766,REVIEWS IN THE NEUROSCIENCES,03341763,21910200,WALTER DE GRUYTER GMBH
11767,REVIEWS OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,01795953,21976554,SPRINGER
